Approved Symbol	Approved Name	Previous Symbols	Synonyms	Chromosome
OR4P3P~withdrawn	symbol withdrawn, see OR4P4			
OR4P4	olfactory receptor, family 4, subfamily P, member 4	OR4P3P		11q11
OR4Q1P	olfactory receptor, family 4, subfamily Q, member 1 pseudogene			15q11.2
OR4Q2	olfactory receptor, family 4, subfamily Q, member 2 (gene/pseudogene)	OR4Q2P		14q11.2
OR4Q3	olfactory receptor, family 4, subfamily Q, member 3	OR4Q4	C14orf13	14p13
OR4Q4~withdrawn	symbol withdrawn, see OR4Q3			
OR4R1P	olfactory receptor, family 4, subfamily R, member 1 pseudogene			11p11.2
OR4R2P	olfactory receptor, family 4, subfamily R, member 2 pseudogene			11p11.12
OR4R3P	olfactory receptor, family 4, subfamily R, member 3 pseudogene			11p11.12
OR4S1	olfactory receptor, family 4, subfamily S, member 1			11p11.2
OR4S2	olfactory receptor, family 4, subfamily S, member 2	OR4S2P	OST725	11q11
OR4T1P	olfactory receptor, family 4, subfamily T, member 1 pseudogene			14q11.2
OR4U1P	olfactory receptor, family 4, subfamily U, member 1 pseudogene			14q11.2
OR4V1P	olfactory receptor, family 4, subfamily V, member 1 pseudogene			11q11
OR4W1P	olfactory receptor, family 4, subfamily W, member 1 pseudogene			Xq25
OR4X1	olfactory receptor, family 4, subfamily X, member 1 (gene/pseudogene)			11p11.2
OR4X2	olfactory receptor, family 4, subfamily X, member 2			11p11.2
OR4X7P	olfactory receptor, family 4, subfamily X, member 7 pseudogene			11q11
OR5A1	olfactory receptor, family 5, subfamily A, member 1	OR5A1P	OST181	11q12.1
OR5A2	olfactory receptor, family 5, subfamily A, member 2			11q12.1
OR5AC1	olfactory receptor, family 5, subfamily AC, member 1 (gene/pseudogene)	OR5AC1P		3q11.2
OR5AC2	olfactory receptor, family 5, subfamily AC, member 2		HSA1	3q11.2
OR5AC4P	olfactory receptor, family 5, subfamily AC, member 4 pseudogene			3q11.2
OR5AH1P	olfactory receptor, family 5, subfamily AH, member 1 pseudogene			19q13.43
OR5AK1P	olfactory receptor, family 5, subfamily AK, member 1 pseudogene	OR5AK5P		11q12.1
OR5AK2	olfactory receptor, family 5, subfamily AK, member 2			11q11
OR5AK3P	olfactory receptor, family 5, subfamily AK, member 3 pseudogene	OR5AK3		11q12.1
OR5AK4P	olfactory receptor, family 5, subfamily AK, member 4 pseudogene			11q12.1
OR5AK5P~withdrawn	symbol withdrawn, see OR5AK1P			
OR5AL1	olfactory receptor, family 5, subfamily AL, member 1 (gene/pseudogene)	OR5AL1P		11q12.1
OR5AL2P	olfactory receptor, family 5, subfamily AL, member 2 pseudogene			11q12.1
OR5AM1P	olfactory receptor, family 5, subfamily AM, member 1 pseudogene			11q12.1
OR5AN1	olfactory receptor, family 5, subfamily AN, member 1			11q12.1
OR5AN2P	olfactory receptor, family 5, subfamily AN, member 2 pseudogene			11q12.1
OR5AO1P	olfactory receptor, family 5, subfamily AO, member 1 pseudogene			11q
OR5AP1P	olfactory receptor, family 5, subfamily AP, member 1 pseudogene			11q12.1
OR5AP2	olfactory receptor, family 5, subfamily AP, member 2			11q11
OR5AQ1P	olfactory receptor, family 5, subfamily AQ, member 1 pseudogene			11q12.1
OR5AR1	olfactory receptor, family 5, subfamily AR, member 1 (gene/pseudogene)			11q11
OR5AS1	olfactory receptor, family 5, subfamily AS, member 1			11q11
OR5AU1	olfactory receptor, family 5, subfamily AU, member 1			14q11.2
OR5AW1P	olfactory receptor, family 5, subfamily AW, member 1 pseudogene			Xq26.2
OR5AZ1P	olfactory receptor, family 5, subfamily AZ, member 1 pseudogene			11q12.1
OR5B1P	olfactory receptor, family 5, subfamily B, member 1 pseudogene	OR5B9P, OR5B9, OR5B5P, OR5B14P, OR5B7P, OR5B7, OR5B8, OR5B8P, OR5B5, OR5B6, OR5B6P	OR8-122, OR8-123, OR6-57, OR6-55, OR3-144, OR912-92	11q12.1
OR5B2	olfactory receptor, family 5, subfamily B, member 2		OST073	11q12.1
OR5B3	olfactory receptor, family 5, subfamily B, member 3	OR5B13	OST129	11q12.1
OR5B4P~withdrawn	symbol withdrawn, see OR5B10P			
OR5B5P~withdrawn	symbol withdrawn, see OR5B1P			
OR5B6P~withdrawn	symbol withdrawn, see OR5B1P			
OR5B7P~withdrawn	symbol withdrawn, see OR5B1P			
OR5B8P~withdrawn	symbol withdrawn, see OR5B1P			
OR5B9P~withdrawn	symbol withdrawn, see OR5B1P			
OR5B10P	olfactory receptor, family 5, subfamily B, member 10 pseudogene	OR5B11P, OR5B4P, OR5B10, OR5B11, OR5B18P	OR13-67, OR13-34, OR13-64	11q12.1
OR5B11P~withdrawn	symbol withdrawn, see OR5B10P			
OR5B12	olfactory receptor, family 5, subfamily B, member 12	OR5B12P, OR5B16	OST743	11q12.1
OR5B13~withdrawn	symbol withdrawn, see OR5B3			
OR5B14P~withdrawn	symbol withdrawn, see OR5B1P			
OR5B15P	olfactory receptor, family 5, subfamily B, member 15 pseudogene			11q12.1
OR5B16~withdrawn	symbol withdrawn, see OR5B12			
OR5B17	olfactory receptor, family 5, subfamily B, member 17	OR5B20P		11q12.1
OR5B18P~withdrawn	symbol withdrawn, see OR5B10P			
OR5B19P	olfactory receptor, family 5, subfamily B, member 19 pseudogene			11q12.1
OR5B20P~withdrawn	symbol withdrawn, see OR5B17			
OR5B21	olfactory receptor, family 5, subfamily B, member 21			11q12.1
OR5BA1P	olfactory receptor, family 5, subfamily BA, member 1 pseudogene			11q12.1
OR5BB1P	olfactory receptor, family 5, subfamily BB, member 1 pseudogene			11q12.1
OR5BC1P	olfactory receptor, family 5, subfamily BC, member 1 pseudogene			11q12.1
OR5BD1P	olfactory receptor, family 5, subfamily BD, member 1 pseudogene			11q12.1
OR5BE1P	olfactory receptor, family 5, subfamily BE, member 1 pseudogene			11q12.1
OR5BG1P~withdrawn	symbol withdrawn, see OR9M1P			
OR5BH1P	olfactory receptor, family 5, subfamily BH, member 1 pseudogene	OR5BH2P		Xq26.2
OR5BH2P~withdrawn	symbol withdrawn, see OR5BH1P			
OR5BJ1P	olfactory receptor, family 5, subfamily BJ, member 1 pseudogene		OST740	12q13.11
OR5BK1P	olfactory receptor, family 5, subfamily BK, member 1 pseudogene			12q13.11
OR5BL1P	olfactory receptor, family 5, subfamily BL, member 1 pseudogene			11q12.1
OR5BM1P	olfactory receptor, family 5, subfamily BM, member 1 pseudogene			3q11.2
OR5BN1P	olfactory receptor, family 5, subfamily BN, member 1 pseudogene			11q12.1
OR5BN2P	olfactory receptor, family 5, subfamily BN, member 2 pseudogene			11q12
OR5BP1P	olfactory receptor, family 5, subfamily BP, member 1 pseudogene			11q12.1
OR5BQ1P	olfactory receptor, family 5, subfamily BQ, member 1 pseudogene	OR5BQ2P		11q12.1
OR5BQ2P~withdrawn	symbol withdrawn, see OR5BQ1P			
OR5BR1P	olfactory receptor, family 5, subfamily BR, member 1 pseudogene			11q12.1
OR5BS1P	olfactory receptor, family 5, subfamily BS, member 1 pseudogene	OR5BS1		12q13.2
OR5BT1P	olfactory receptor, family 5, subfamily BT, member 1 pseudogene			12q13.2
OR5C1	olfactory receptor, family 5, subfamily C, member 1	OR5C2P	OR9-F, hRPK-465_F_21	9q34.2
OR5C2P~withdrawn	symbol withdrawn, see OR5C1			
OR5D1P~withdrawn	symbol withdrawn, see OR5D2P			
OR5D2P	olfactory receptor, family 5, subfamily D, member 2 pseudogene	OR5D6P, OR5D10P, OR5D1P, OR5D5P, OR5D12P, OR5D8P, OR5D7P, OR5D9P, OR5D12, OR5D11P, OR5D11	OR11-7a, OR912-91, OR8-127, OR912-47, OR18-44, R5D9P, OR18-17, OR18-42, OR18-43, OR912-94, OR8-125	11q11
OR5D3P	olfactory receptor, family 5, subfamily D, member 3 pseudogene	OR5D3, OR5D4	OR11-8b, OR11-8c	11q12
OR5D3~withdrawn	symbol withdrawn, see OR5D3P			
OR5D4~withdrawn	symbol withdrawn, see OR5D3P			
OR5D5P~withdrawn	symbol withdrawn, see OR5D2P			
OR5D6P~withdrawn	symbol withdrawn, see OR5D2P			
OR5D7P~withdrawn	symbol withdrawn, see OR5D2P			
OR5D8P~withdrawn	symbol withdrawn, see OR5D2P			
OR5D10P~withdrawn	symbol withdrawn, see OR5D2P			
OR5D11P~withdrawn	symbol withdrawn, see OR5D2P			
OR5D12P~withdrawn	symbol withdrawn, see OR5D2P			
OR5D13	olfactory receptor, family 5, subfamily D, member 13			11q11
OR5D14	olfactory receptor, family 5, subfamily D, member 14			11q11
OR5D15P	olfactory receptor, family 5, subfamily D, member 15 pseudogene			11q11
OR5D16	olfactory receptor, family 5, subfamily D, member 16			11q11
OR5D17P	olfactory receptor, family 5, subfamily D, member 17 pseudogene			11q11
OR5D18	olfactory receptor, family 5, subfamily D, member 18			11q11
OR5E1P	olfactory receptor, family 5, subfamily E, member 1 pseudogene	OR5E1	TPCR24, HSTPCR24	11p15.4
OR5F1	olfactory receptor, family 5, subfamily F, member 1		OR11-10	11q11
OR5F2P	olfactory receptor, family 5, subfamily F, member 2 pseudogene			11q12.1
OR5G1P	olfactory receptor, family 5, subfamily G, member 1 pseudogene	OR5G2P	OR11-104, OR93	11q12.1
OR5G2P~withdrawn	symbol withdrawn, see OR5G1P			
OR5G3	olfactory receptor, family 5, subfamily G, member 3 (gene/pseudogene)	OR5G6P, OR5G3P		11q12.1
OR5G4P	olfactory receptor, family 5, subfamily G, member 4 pseudogene			11q12.1
OR5G5P	olfactory receptor, family 5, subfamily G, member 5 pseudogene			11q12.1
OR5G6P~withdrawn	symbol withdrawn, see OR5G3			
OR5H1	olfactory receptor, family 5, subfamily H, member 1		HTPCRX14, HSHTPCRX14	3q12.1
OR5H2	olfactory receptor, family 5, subfamily H, member 2			3q11.2
OR5H3P	olfactory receptor, family 5, subfamily H, member 3 pseudogene			3q11.2
OR5H4P	olfactory receptor, family 5, subfamily H, member 4 pseudogene			3q11.2
OR5H5P	olfactory receptor, family 5, subfamily H, member 5 pseudogene			3q11.2
OR5H6	olfactory receptor, family 5, subfamily H, member 6 (gene/pseudogene)			3q12.1
OR5H7P	olfactory receptor, family 5, subfamily H, member 7 pseudogene			3q11.2
OR5H8	olfactory receptor, family 5, subfamily H, member 8 (gene/pseudogene)	OR5H8P		3q11.2
OR5H14	olfactory receptor, family 5, subfamily H, member 14			3q11.2
OR5H15	olfactory receptor, family 5, subfamily H, member 15			3q11.2
OR5I1	olfactory receptor, family 5, subfamily I, member 1		HSOlf1, OLF1	11q11
OR5J1P	olfactory receptor, family 5, subfamily J, member 1 pseudogene	OR5J1	HTPCRH02	11q12.1
OR5J2	olfactory receptor, family 5, subfamily J, member 2			11q11
OR5J7P	olfactory receptor, family 5, subfamily J, member 7 pseudogene			11q
OR5K1	olfactory receptor, family 5, subfamily K, member 1		HTPCRX10, HSHTPCRX10	3q11.2
OR5K2	olfactory receptor, family 5, subfamily K, member 2			3q11.2
OR5K3	olfactory receptor, family 5, subfamily K, member 3			3q11.2
OR5K4	olfactory receptor, family 5, subfamily K, member 4			3q11.2
OR5L1	olfactory receptor, family 5, subfamily L, member 1		OST262	11q11
OR5L2	olfactory receptor, family 5, subfamily L, member 2		HTPCRX16, HSHTPCRX16	11q11
OR5M1	olfactory receptor, family 5, subfamily M, member 1		OST050	11q11
OR5M2P	olfactory receptor, family 5, subfamily M, member 2 pseudogene			11q12.1
OR5M3	olfactory receptor, family 5, subfamily M, member 3			11q11
OR5M4P	olfactory receptor, family 5, subfamily M, member 4 pseudogene			11q12.1
OR5M5P	olfactory receptor, family 5, subfamily M, member 5 pseudogene			11q12.1
OR5M6P	olfactory receptor, family 5, subfamily M, member 6 pseudogene			11q12.1
OR5M7P	olfactory receptor, family 5, subfamily M, member 7 pseudogene			11q12.1
OR5M8	olfactory receptor, family 5, subfamily M, member 8			11q11
OR5M9	olfactory receptor, family 5, subfamily M, member 9			11q11
OR5M10	olfactory receptor, family 5, subfamily M, member 10			11q11
OR5M11	olfactory receptor, family 5, subfamily M, member 11		OR11-199	11q11
OR5M12P	olfactory receptor, family 5, subfamily M, member 12 pseudogene			11q12.1
OR5M13P	olfactory receptor, family 5, subfamily M, member 13 pseudogene			11q12.1
OR5M14P	olfactory receptor, family 5, subfamily M, member 14 pseudogene	OR5M15P		4p13
OR5M15P~withdrawn	symbol withdrawn, see OR5M14P			
OR5P1P	olfactory receptor, family 5, subfamily P, member 1 pseudogene			11p15.4
OR5P2	olfactory receptor, family 5, subfamily P, member 2		JCG3	11p15.4
OR5P3	olfactory receptor, family 5, subfamily P, member 3		JCG1	11p15.4
OR5P4P	olfactory receptor, family 5, subfamily P, member 4 pseudogene		OST730	11p15.4
OR5R1	olfactory receptor, family 5, subfamily R, member 1	OR5R1P		11q11
OR5S1P	olfactory receptor, family 5, subfamily S, member 1 pseudogene			2q37.3
OR5T1	olfactory receptor, family 5, subfamily T, member 1	OR5T1P		11q11
OR5T2	olfactory receptor, family 5, subfamily T, member 2			11q11
OR5T3	olfactory receptor, family 5, subfamily T, member 3		OR5T3Q	11q11
OR5V1	olfactory receptor, family 5, subfamily V, member 1		hs6M1-21	6p22.1
OR5W1P	olfactory receptor, family 5, subfamily W, member 1 pseudogene			11q11
OR5W2	olfactory receptor, family 5, subfamily W, member 2	OR5W2P, OR5W3P		11q11
OR5W3P~withdrawn	symbol withdrawn, see OR5W2			
OR6A1~withdrawn	symbol withdrawn, see OR6A2			
OR6A2	olfactory receptor, family 6, subfamily A, member 2	OR6A2P, OR6A1	OR11-55	11p15.4
OR6B1	olfactory receptor, family 6, subfamily B, member 1		OR7-3	7q33-q35
OR6B2	olfactory receptor, family 6, subfamily B, member 2	OR6B2P		2q37.3
OR6B3	olfactory receptor, family 6, subfamily B, member 3	OR6B3P	OR6B3Q	2q37.3
OR6C1	olfactory receptor, family 6, subfamily C, member 1		OST267	12q13.13
OR6C2	olfactory receptor, family 6, subfamily C, member 2		OR6C67	12q13.2
OR6C3	olfactory receptor, family 6, subfamily C, member 3		OST709	12q13.2
OR6C4	olfactory receptor, family 6, subfamily C, member 4			12q14.2
OR6C5P	olfactory receptor, family 6, subfamily C, member 5 pseudogene			12q13.2
OR6C6	olfactory receptor, family 6, subfamily C, member 6			12q13.13
OR6C7P	olfactory receptor, family 6, subfamily C, member 7 pseudogene			12q13.2
OR6C64P	olfactory receptor, family 6, subfamily C, member 64 pseudogene			12q13.2
OR6C65	olfactory receptor, family 6, subfamily C, member 65			12q13.2
OR6C66P	olfactory receptor, family 6, subfamily C, member 66 pseudogene			12q13.2
OR6C68	olfactory receptor, family 6, subfamily C, member 68			12q13.2
OR6C69P	olfactory receptor, family 6, subfamily C, member 69 pseudogene			12q13.2
OR6C70	olfactory receptor, family 6, subfamily C, member 70			12q13.2
OR6C71P	olfactory receptor, family 6, subfamily C, member 71 pseudogene			12q13.2
OR6C72P	olfactory receptor, family 6, subfamily C, member 72 pseudogene			12q13.2
OR6C73P	olfactory receptor, family 6, subfamily C, member 73 pseudogene			12q13.2
OR6C74	olfactory receptor, family 6, subfamily C, member 74			12q13.13
OR6C75	olfactory receptor, family 6, subfamily C, member 75			12q13.2
OR6C76	olfactory receptor, family 6, subfamily C, member 76			12q13.2
OR6D1P	olfactory receptor, family 6, subfamily D, member 1 pseudogene			10q11.21
OR6D2P~withdrawn	entry withdrawn			
OR6E1P	olfactory receptor, family 6, subfamily E, member 1 pseudogene			14q11.2
OR6F1	olfactory receptor, family 6, subfamily F, member 1		OST731	1q44
OR6J1	olfactory receptor, family 6, subfamily J, member 1 (gene/pseudogene)	OR6J2, OR6J1P		14q11.2
OR6J2~withdrawn	symbol withdrawn, see OR6J1			
OR6K1P	olfactory receptor, family 6, subfamily K, member 1 pseudogene			1q23.1
OR6K2	olfactory receptor, family 6, subfamily K, member 2			1q23.1
OR6K3	olfactory receptor, family 6, subfamily K, member 3			1q23.1
OR6K4P	olfactory receptor, family 6, subfamily K, member 4 pseudogene			1q23.1
OR6K5P	olfactory receptor, family 6, subfamily K, member 5 pseudogene			1q23.1
OR6K6	olfactory receptor, family 6, subfamily K, member 6			1q23.1
OR6L1P	olfactory receptor, family 6, subfamily L, member 1 pseudogene			10q26.3
OR6L2P	olfactory receptor, family 6, subfamily L, member 2 pseudogene			10q26.3
OR6M1	olfactory receptor, family 6, subfamily M, member 1			11q24.1
OR6M2P	olfactory receptor, family 6, subfamily M, member 2 pseudogene			11q24.1
OR6M3P	olfactory receptor, family 6, subfamily M, member 3 pseudogene			11q24.1
OR6N1	olfactory receptor, family 6, subfamily N, member 1			1q23.1
OR6N2	olfactory receptor, family 6, subfamily N, member 2			1q23.1
OR6P1	olfactory receptor, family 6, subfamily P, member 1			1q23.1
OR6Q1	olfactory receptor, family 6, subfamily Q, member 1			11q12.1
OR6R1P	olfactory receptor, family 6, subfamily R, member 1 pseudogene			1q44
OR6R2P	olfactory receptor, family 6, subfamily R, member 2 pseudogene			8p21.3
OR6S1	olfactory receptor, family 6, subfamily S, member 1		OR6S1Q	14q11.2
OR6T1	olfactory receptor, family 6, subfamily T, member 1			11q24.1
OR6U1P~withdrawn	symbol withdrawn, see OR6U2P			
OR6U2P	olfactory receptor, family 6, subfamily U, member 2 pseudogene	OR6U1P		12q14.2
OR6V1	olfactory receptor, family 6, subfamily V, member 1		GPR138	7q34
OR6W1P	olfactory receptor, family 6, subfamily W, member 1 pseudogene	OR6W1	sdolf	7q34
OR6X1	olfactory receptor, family 6, subfamily X, member 1			11q24.1
OR6Y1	olfactory receptor, family 6, subfamily Y, member 1	OR6Y2		1q23.1
OR6Y2~withdrawn	symbol withdrawn, see OR6Y1			
OR7A1P	olfactory receptor, family 7, subfamily A, member 1 pseudogene	OR7A6P	OR19-3, OLF4p, hg513	19p13.1
OR7A2P	olfactory receptor, family 7, subfamily A, member 2 pseudogene	OR7A7, OR7A2	hg1003, OR19-18, OLF4p	19p13.1
OR7A2~withdrawn	symbol withdrawn, see OR7A2P			
OR7A3P	olfactory receptor, family 7, subfamily A, member 3 pseudogene	OR7A12P, OR7A14P, OR7A14, OR7A13P	OR11-7b, OR19-12, OR14-59, OR14-11	19p13.12
OR7A4P~withdrawn	symbol withdrawn, see OR7A15P			
OR7A5	olfactory receptor, family 7, subfamily A, member 5		HTPCR2	19p13.1
OR7A6P~withdrawn	symbol withdrawn, see OR7A1P			
OR7A8P	olfactory receptor, family 7, subfamily A, member 8 pseudogene	OR7A9P	OST042, HG83, OR19-11	19p13.1
OR7A9P~withdrawn	symbol withdrawn, see OR7A8P			
OR7A10	olfactory receptor, family 7, subfamily A, member 10			19p13.1
OR7A11P	olfactory receptor, family 7, subfamily A, member 11 pseudogene	OR7A11	OST527	19p13.1
OR7A12P~withdrawn	symbol withdrawn, see OR7A3P			
OR7A13P~withdrawn	symbol withdrawn, see OR7A3P			
OR7A14P~withdrawn	symbol withdrawn, see OR7A3P			
OR7A15P	olfactory receptor, family 7, subfamily A, member 15 pseudogene	OR7A4P, OR7A16P, OR7A20P	OR19-134, OR19-1, OR19-146	19p13.12
OR7A16P~withdrawn	symbol withdrawn, see OR7A15P			
OR7A17	olfactory receptor, family 7, subfamily A, member 17		HTPCRX19	19p13.12
OR7A18P	olfactory receptor, family 7, subfamily A, member 18 pseudogene			19p13.12
OR7A19P	olfactory receptor, family 7, subfamily A, member 19 pseudogene			12q13.11
OR7A20P~withdrawn	symbol withdrawn, see OR7A15P			
OR7C1	olfactory receptor, family 7, subfamily C, member 1	OR7C4	OR19-5	19p13.1
OR7C2	olfactory receptor, family 7, subfamily C, member 2	OR7C3	OR19-18	19p13.1
OR7C3~withdrawn	symbol withdrawn, see OR7C2			
OR7C4~withdrawn	symbol withdrawn, see OR7C1			
OR7D1P	olfactory receptor, family 7, subfamily D, member 1 pseudogene	OR7D3P, OR7D3	OR19-A	19p13.2
OR7D2	olfactory receptor, family 7, subfamily D, member 2		OR19-4, HTPCRH03, FLJ38149	19p13.2
OR7D3P~withdrawn	symbol withdrawn, see OR7D1P			
OR7D4	olfactory receptor, family 7, subfamily D, member 4	OR7D4P	hg105, OR19-B	19p13.2
OR7D11P	olfactory receptor, family 7, subfamily D, member 11 pseudogene			19p13.2
OR7E1P	olfactory receptor, family 7, subfamily E, member 1 pseudogene			11q13.2
OR7E2P	olfactory receptor, family 7, subfamily E, member 2 pseudogene	OR7F2P, OR7E51P	OR11-6, hg94	11q14.2
OR7E3P~withdrawn	symbol withdrawn, see OR7E87P			
OR7E4P	olfactory receptor, family 7, subfamily E, member 4 pseudogene	OR7F4P	OR11-11a	11q13.4
OR7E5P	olfactory receptor, family 7, subfamily E, member 5 pseudogene	OR7F5P	OR11-12, FLJ31393	11q12.1
OR7E6P~withdrawn	symbol withdrawn, see OR7E66P			
OR7E7P	olfactory receptor, family 7, subfamily E, member 7 pseudogene			7q21.3
OR7E8P	olfactory receptor, family 7, subfamily E, member 8 pseudogene		OR11-11a	8p23.1
OR7E9P~withdrawn	entry withdrawn			
OR7E10P	olfactory receptor, family 7, subfamily E, member 10 pseudogene		OR11-1	8p23.1
OR7E11P	olfactory receptor, family 7, subfamily E, member 11 pseudogene	OR7E144P	OR11-2	11q13.2
OR7E12P	olfactory receptor, family 7, subfamily E, member 12 pseudogene	OR7E58P, OR7E79P	OR11-3	11p15.4
OR7E13P	olfactory receptor, family 7, subfamily E, member 13 pseudogene		OR11-4	11q13-q14.3
OR7E14P	olfactory receptor, family 7, subfamily E, member 14 pseudogene	OR7E151P	OR11-5	11p15.1
OR7E15P	olfactory receptor, family 7, subfamily E, member 15 pseudogene	OR7E80P, OR7E42P	OR11-392, OST001	8p23.1
OR7E16P	olfactory receptor, family 7, subfamily E, member 16 pseudogene	OR7E60P, OR7E17P	OR19-133, OR19-9	19p13.2
OR7E17P~withdrawn	symbol withdrawn, see OR7E16P			
OR7E18P	olfactory receptor, family 7, subfamily E, member 18 pseudogene	OR7E61, OR7E98P	OR19-14, TPCR26	19p13.2
OR7E19P	olfactory receptor, family 7, subfamily E, member 19 pseudogene	OR7E65	OR19-7	19p13.2
